playerID,yearID,teamID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,BA,SlugPct,OBP,BABIP,salary
claytro01,2004,COL,146,574,95,160,36,4,8,54,10,5,48,125,0,4,24,2,13,0.279,0.397,0.338,0.343,650000
claytro01,2005,ARI,143,522,59,141,28,4,2,44,13,3,38,105,0,1,10,2,19,0.27,0.351,0.32,0.333,1350000
claytro01,2006,WAS,87,305,36,82,22,1,0,27,8,3,19,53,3,4,5,5,8,0.269,0.348,0.315,0.319,1000000
claytro01,2007,TOR,69,189,23,48,14,0,1,12,2,1,14,50,0,1,3,3,8,0.254,0.344,0.304,0.333,1500000
clemema01,2000,SDN,34,60,3,4,0,1,0,2,0,0,4,33,0,0,5,0,0,0.067,0.1,0.125,0.148,600000
clemema01,2001,FLO,32,50,2,4,0,0,0,0,0,0,3,18,0,0,8,0,0,0.08,0.08,0.132,0.125,900000
clemema01,2002,CHN,32,61,4,3,2,0,0,4,0,0,1,34,0,3,10,0,1,0.049,0.082,0.108,0.111,2500000
clemema01,2003,CHN,32,62,3,9,2,0,0,3,0,0,0,26,0,1,8,0,0,0.145,0.177,0.159,0.25,4000000
clemema01,2004,CHN,30,55,2,8,1,0,0,2,0,0,1,29,0,0,4,1,0,0.145,0.164,0.158,0.296,6000000
clemero02,2004,HOU,33,72,1,12,1,0,0,7,0,0,3,24,0,0,3,0,2,0.167,0.181,0.2,0.25,5000000
clemero02,2005,HOU,32,58,2,12,2,0,0,4,0,0,5,18,0,1,5,0,1,0.207,0.241,0.281,0.3,18000000
coghlch01,2013,MIA,70,195,10,50,10,3,1,10,2,0,17,43,1,1,0,1,2,0.256,0.354,0.318,0.322,503500
colbrgr01,2000,ARI,116,329,48,103,22,1,15,57,0,1,43,45,2,10,0,3,13,0.313,0.523,0.405,0.324,1005000
colbrgr01,2001,ARI,59,97,12,28,8,0,4,18,0,0,9,14,0,4,0,0,5,0.289,0.495,0.373,0.304,1600000
colbrgr01,2003,SEA,22,58,7,16,1,1,3,7,0,1,4,16,0,0,0,0,3,0.276,0.483,0.323,0.333,750000
colbrgr01,2004,ARI,20,27,1,3,0,0,0,1,0,0,1,5,0,0,0,0,0,0.111,0.111,0.143,0.136,2750000
collmjo01,2013,ARI,49,11,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0.091,0.091,0.167,0.167,504000
colonba01,2001,CLE,34,7,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0.143,0.143,0.143,0.5,2625000
colonba01,2002,CLE,16,6,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.167,0.167,0.167,0.333,4925000
colvity01,2013,COL,27,75,8,12,0,0,3,10,0,0,3,27,1,0,0,0,2,0.16,0.28,0.192,0.2,2275000
coninje01,2000,BAL,119,409,53,116,20,2,13,46,4,3,36,53,1,2,0,4,14,0.284,0.438,0.341,0.297,2500000
coninje01,2001,BAL,139,524,75,163,23,2,14,97,12,8,64,75,6,5,0,8,12,0.311,0.443,0.386,0.336,3000000
coninje01,2002,BAL,116,451,44,123,26,4,15,63,8,0,25,66,6,2,0,10,10,0.273,0.448,0.307,0.284,3500000
coninje01,2003,BAL,124,493,75,143,33,3,15,80,5,0,37,60,5,5,0,12,14,0.29,0.46,0.338,0.298,4250000
coninje01,2004,FLO,140,521,55,146,35,1,14,83,5,5,48,78,3,2,2,6,15,0.28,0.432,0.34,0.303,3000000
coninje01,2005,FLO,131,335,42,102,20,2,3,33,2,0,38,58,2,3,2,6,12,0.304,0.403,0.374,0.354,3000000
coninje01,2006,BAL,114,389,43,103,20,3,9,49,3,2,35,53,2,2,1,5,12,0.265,0.401,0.325,0.283,1700000
coninje01,2007,CIN,80,215,23,57,11,1,6,32,4,0,20,28,0,0,1,6,4,0.265,0.409,0.32,0.273,2000000
cookaa01,2006,COL,32,58,1,3,0,0,0,0,0,0,4,21,0,0,13,0,0,0.052,0.052,0.113,0.081,1250000
cookaa01,2007,COL,25,42,8,10,3,0,0,1,0,0,4,14,0,1,13,0,1,0.238,0.31,0.319,0.357,3100000
cookaa01,2008,COL,37,60,1,14,1,0,0,4,0,0,2,21,0,0,16,0,0,0.233,0.25,0.258,0.359,5125000
cookaa01,2009,COL,28,44,3,5,1,0,0,6,0,0,7,14,0,1,5,1,0,0.114,0.136,0.245,0.161,9375000
cookaa01,2010,COL,28,40,5,6,2,0,0,1,0,0,0,17,0,0,5,0,0,0.15,0.2,0.15,0.261,9625000
cookaa01,2011,COL,22,34,1,5,0,0,0,2,0,0,0,11,0,0,1,0,0,0.147,0.147,0.147,0.217,9875000
coomero01,2000,MIN,140,544,64,147,29,1,16,82,2,0,36,50,2,4,0,5,25,0.27,0.415,0.317,0.271,1500000
coomero01,2001,CHN,111,349,25,91,19,1,8,53,0,0,29,70,1,2,0,6,23,0.261,0.39,0.316,0.3,1100000
coomero01,2002,NYA,55,148,14,39,7,0,3,17,0,0,6,23,1,0,1,1,8,0.264,0.372,0.29,0.293,750000
coraal01,2002,LAN,115,258,37,75,14,4,5,28,7,2,26,38,4,7,2,0,3,0.291,0.434,0.371,0.326,625000
coraal01,2003,LAN,148,477,39,119,24,3,4,34,4,2,16,59,3,10,9,2,5,0.249,0.338,0.287,0.276,1150000
coraal01,2004,LAN,138,405,47,107,9,4,10,47,3,4,47,41,10,18,12,2,9,0.264,0.38,0.364,0.272,1300000
coraal01,2005,CLE,49,146,11,30,5,2,1,8,6,0,5,18,0,4,1,1,3,0.205,0.288,0.25,0.227,1300000
coraal01,2006,BOS,96,235,31,56,7,2,1,18,6,2,19,29,1,6,4,0,4,0.238,0.298,0.312,0.268,1400000
coraal01,2007,BOS,83,207,30,51,10,5,3,18,1,1,7,23,2,9,7,2,5,0.246,0.386,0.298,0.262,2000000
coraal01,2008,BOS,75,152,14,41,8,2,0,9,1,1,16,13,1,9,1,1,3,0.27,0.349,0.371,0.293,2000000
coraal01,2009,NYN,82,271,31,68,11,1,1,18,8,3,25,28,1,3,8,1,2,0.251,0.31,0.32,0.276,2000000
coraal01,2010,NYN,62,169,14,35,6,3,0,20,4,1,10,16,1,4,2,2,4,0.207,0.278,0.265,0.226,1850000
coraal01,2011,WAS,91,156,12,35,6,1,0,6,2,0,12,23,0,2,1,1,4,0.224,0.276,0.287,0.261,900000
cordewi01,2000,PIT,89,348,46,98,24,3,16,51,1,2,25,58,1,4,0,1,11,0.282,0.506,0.336,0.298,2166667
cordewi01,2001,CLE,89,268,30,67,11,1,4,21,0,0,22,50,2,4,2,3,8,0.25,0.343,0.313,0.29,2666667
cordewi01,2002,CLE,6,18,1,4,0,0,0,1,0,0,0,3,0,0,0,0,1,0.222,0.222,0.222,0.267,4166667
cordewi01,2003,MON,130,436,57,121,27,0,16,71,1,1,49,90,5,4,0,3,11,0.278,0.45,0.354,0.315,600000
cordewi01,2004,FLO,27,66,6,13,3,0,1,6,1,0,3,19,0,2,0,1,2,0.197,0.288,0.25,0.255,600000
cordewi01,2005,WAS,29,51,2,6,2,0,0,2,0,0,3,14,1,0,0,2,0,0.118,0.157,0.161,0.154,600000
cordofr01,2000,PIT,18,35,0,4,0,0,0,3,0,0,2,15,0,0,0,0,1,0.114,0.114,0.162,0.2,2050000
cordoma01,2002,BAL,131,458,55,116,25,2,18,64,1,6,47,111,3,3,2,3,17,0.253,0.434,0.325,0.295,2500000
cordoma01,2003,BAL,9,30,5,7,1,0,1,4,1,0,8,5,1,1,0,0,1,0.233,0.367,0.41,0.25,3100000
correke01,2008,SFN,25,27,1,3,0,0,0,2,0,0,1,12,0,0,3,0,0,0.111,0.111,0.143,0.2,1075000
correke01,2009,SDN,37,55,2,8,1,0,0,0,0,1,2,21,0,0,11,0,1,0.145,0.164,0.175,0.235,750000
correke01,2010,SDN,28,44,4,6,1,0,0,5,0,0,2,20,0,0,6,0,0,0.136,0.159,0.174,0.25,3600000
correke01,2011,PIT,25,46,0,4,2,0,0,3,0,0,1,19,0,0,8,0,0,0.087,0.13,0.106,0.148,4000000
correke01,2012,PIT,32,47,1,5,0,0,0,0,0,1,0,21,0,0,8,0,0,0.106,0.106,0.106,0.192,4000000
cotahu01,2007,PIT,5,14,1,4,1,0,0,3,0,0,2,2,0,1,0,1,0,0.286,0.357,0.389,0.308,537500
counscr01,2002,ARI,112,436,63,123,22,1,2,51,7,5,45,52,3,1,4,3,10,0.282,0.351,0.348,0.314,1516667
counscr01,2003,ARI,89,303,40,71,6,3,3,21,11,4,41,32,0,2,3,2,4,0.234,0.304,0.328,0.252,2516667
counscr01,2004,MIL,140,473,59,114,19,5,2,23,17,4,59,88,9,5,5,3,5,0.241,0.315,0.33,0.29,3166667
counscr01,2005,ARI,150,578,85,148,34,4,9,42,26,7,78,69,4,8,2,4,8,0.256,0.375,0.35,0.276,1350000
counscr01,2006,ARI,105,372,56,95,14,4,4,30,15,8,31,47,0,9,2,1,1,0.255,0.347,0.327,0.283,1750000
counscr01,2007,MIL,122,282,31,62,12,2,3,24,4,2,41,47,4,3,6,2,7,0.22,0.309,0.323,0.252,2800000
counscr01,2008,MIL,110,248,31,56,14,1,1,14,3,1,46,42,1,5,1,2,5,0.226,0.302,0.355,0.266,2800000
counscr01,2009,MIL,130,404,61,115,22,8,4,39,3,4,42,54,0,6,3,4,12,0.285,0.408,0.357,0.317,1000000
counscr01,2010,MIL,102,204,16,51,8,0,2,21,1,1,21,29,0,1,3,1,0,0.25,0.319,0.322,0.282,2100000
counscr01,2011,MIL,107,157,19,28,2,1,1,9,2,1,20,21,2,3,5,2,1,0.178,0.223,0.28,0.197,1400000
craigal01,2013,SLN,134,508,71,160,29,2,13,97,2,0,40,100,2,10,0,5,12,0.315,0.457,0.373,0.368,1750000
crawfbr01,2013,SFN,149,499,52,124,24,3,9,43,1,2,42,96,6,5,1,3,10,0.248,0.363,0.311,0.29,530000
crawfca02,2006,TBA,151,600,89,183,20,16,18,77,58,9,37,85,3,4,9,2,8,0.305,0.482,0.348,0.331,2625000
crawfca02,2007,TBA,143,584,93,184,37,9,11,80,50,10,32,112,5,5,1,2,11,0.315,0.466,0.355,0.374,4125000
crawfca02,2008,TBA,109,443,69,121,12,10,8,57,25,7,30,60,1,2,0,5,10,0.273,0.4,0.319,0.297,5375000
crawfca02,2009,TBA,156,606,96,185,28,8,15,68,60,16,51,99,1,8,2,5,7,0.305,0.452,0.364,0.342,8250000
crawfca02,2010,TBA,154,600,110,184,30,13,19,90,47,10,46,104,3,3,3,5,2,0.307,0.495,0.356,0.342,10000000
crawfca02,2011,BOS,130,506,65,129,29,7,11,56,18,6,23,104,1,3,2,4,7,0.255,0.405,0.289,0.299,14857142
crawfca02,2012,BOS,31,117,23,33,10,2,3,19,5,0,3,22,0,2,1,2,1,0.282,0.479,0.306,0.319,20357142
crawfca02,2013,LAN,116,435,62,123,30,3,6,31,15,4,28,66,2,3,0,2,4,0.283,0.407,0.329,0.321,20857143
credejo01,2006,CHA,150,544,76,154,31,0,30,94,0,2,28,58,1,7,0,7,18,0.283,0.506,0.323,0.268,2675000
credejo01,2007,CHA,47,167,13,36,5,0,4,22,0,1,10,24,0,0,0,1,1,0.216,0.317,0.258,0.229,4940000
credejo01,2008,CHA,97,335,41,83,18,1,17,55,0,3,30,45,0,4,0,4,10,0.248,0.46,0.314,0.238,5100000
credejo01,2009,MIN,90,333,42,75,16,1,15,48,0,0,29,56,1,2,0,3,6,0.225,0.414,0.289,0.226,2500000
crispco01,2006,BOS,105,413,58,109,22,2,8,36,22,4,31,67,1,1,7,0,5,0.264,0.385,0.317,0.299,2750000
crispco01,2007,BOS,145,526,85,141,28,7,6,60,28,6,50,84,1,1,9,5,12,0.268,0.382,0.33,0.306,3833333
crispco01,2008,BOS,118,361,55,102,18,3,7,41,20,7,35,59,0,1,8,4,6,0.283,0.407,0.344,0.318,5083333
crispco01,2009,KCA,49,180,30,41,8,5,3,14,13,2,29,23,1,1,4,1,4,0.228,0.378,0.336,0.245,6083333
crispco01,2010,OAK,75,290,51,81,14,4,8,38,32,3,30,49,0,0,3,5,6,0.279,0.438,0.342,0.307,5000000
crispco01,2011,OAK,136,531,69,140,27,5,8,54,49,9,41,65,2,1,4,6,11,0.264,0.379,0.314,0.284,5750000
crispco01,2012,OAK,120,455,68,118,25,7,11,46,39,4,45,64,0,0,6,2,9,0.259,0.418,0.325,0.28,6000000
crispco01,2013,OAK,131,513,93,134,22,3,22,66,21,5,61,65,3,0,2,8,7,0.261,0.444,0.335,0.258,7000000
crosbbo01,2006,OAK,96,358,42,82,12,0,9,40,8,1,36,76,1,0,2,2,11,0.229,0.338,0.298,0.265,800000
crosbbo01,2007,OAK,93,349,40,79,16,0,8,31,10,2,23,62,1,2,0,0,11,0.226,0.341,0.278,0.254,2550000
crosbbo01,2008,OAK,145,556,66,132,39,1,7,61,7,3,47,96,0,0,0,2,18,0.237,0.349,0.296,0.275,3550000
crosbbo01,2009,OAK,97,238,35,53,10,2,6,29,2,1,24,44,0,2,4,4,7,0.223,0.357,0.295,0.245,5300000
crosbbo01,2010,PIT,61,156,9,35,8,0,1,11,0,2,16,33,2,1,2,0,1,0.224,0.295,0.301,0.279,1000000
cruzde01,2000,DET,156,583,68,176,46,5,10,82,1,4,13,43,2,4,8,7,25,0.302,0.449,0.318,0.309,1975000
cruzde01,2001,DET,110,414,39,106,28,1,7,52,4,1,17,46,0,4,1,2,13,0.256,0.379,0.291,0.273,3525000
cruzde01,2002,SDN,151,514,49,135,28,2,7,47,2,3,22,58,2,3,3,5,20,0.263,0.366,0.294,0.282,600000
cruzde01,2003,BAL,152,548,61,137,24,2,14,65,1,2,13,49,1,2,7,2,13,0.25,0.378,0.269,0.253,1000000
cruzde01,2005,SFN,81,209,26,56,10,1,5,19,0,1,10,31,1,0,2,0,5,0.268,0.397,0.301,0.295,800000
cruzjo02,2001,TOR,146,577,92,158,38,4,34,88,32,5,45,138,4,1,2,2,8,0.274,0.53,0.326,0.305,2350000
cruzjo02,2002,TOR,124,466,64,114,26,5,18,70,7,1,51,106,1,0,1,4,8,0.245,0.438,0.317,0.277,3950000
cruzjo02,2003,SFN,158,539,90,135,26,1,20,68,5,8,102,121,6,0,2,7,14,0.25,0.414,0.366,0.284,2500000
cruzjo02,2004,TBA,153,545,76,132,25,8,21,78,11,6,76,117,8,2,5,8,6,0.242,0.433,0.333,0.267,2500000
cruzjo02,2005,ARI,64,202,23,43,9,0,12,28,0,1,42,54,2,0,0,1,6,0.213,0.436,0.347,0.226,4000000
cruzjo02,2006,LAN,86,223,34,52,16,1,5,17,5,1,43,54,2,0,4,3,3,0.233,0.381,0.353,0.281,2910000
cruzjo02,2007,SDN,91,256,37,60,12,3,6,21,6,1,31,65,1,0,5,1,3,0.234,0.375,0.316,0.29,650000
cruzjo02,2008,HOU,38,49,6,6,1,0,0,1,0,0,11,9,0,0,0,0,0,0.122,0.143,0.283,0.15,650000
cruzlu01,2013,LAN,45,118,12,15,2,0,1,6,0,0,5,20,1,2,2,1,3,0.127,0.169,0.175,0.143,505000
cruzne01,2003,COL,20,13,1,2,1,0,0,1,0,0,0,2,0,0,2,0,0,0.154,0.231,0.154,0.182,700000
cruzne02,2011,TEX,124,475,64,125,28,1,29,87,9,5,33,116,1,2,0,3,8,0.263,0.509,0.312,0.288,3650000
cruzne02,2012,TEX,159,585,86,152,45,0,24,90,8,4,48,140,2,5,0,4,7,0.26,0.46,0.319,0.301,6250000
cruzne02,2013,TEX,109,413,49,110,18,0,27,76,5,1,35,109,2,4,0,4,14,0.266,0.506,0.327,0.295,10250000
cruzto03,2013,SLN,51,123,13,25,6,1,1,13,0,0,4,25,1,2,0,0,7,0.203,0.293,0.24,0.247,503000
cuddymi01,2006,MIN,150,557,102,158,41,5,24,109,6,0,62,130,5,10,0,6,11,0.284,0.504,0.362,0.328,1300000
cuddymi01,2007,MIN,144,547,87,151,28,5,16,81,5,0,64,107,1,7,0,5,19,0.276,0.433,0.356,0.315,3575000
cuddymi01,2008,MIN,71,249,30,62,13,4,3,36,5,1,25,40,4,5,0,0,7,0.249,0.369,0.33,0.286,5916666
cuddymi01,2009,MIN,153,588,93,162,34,7,32,94,6,1,54,118,3,6,0,2,22,0.276,0.52,0.342,0.295,7666666
cuddymi01,2010,MIN,157,609,93,165,37,5,14,81,7,3,58,93,7,4,0,4,26,0.271,0.417,0.336,0.298,9416666
cuddymi01,2011,MIN,139,529,70,150,29,2,20,70,11,1,48,95,3,4,0,3,18,0.284,0.459,0.346,0.312,10500000
cuddymi01,2012,COL,101,358,53,93,30,2,16,58,8,3,32,78,1,0,0,4,12,0.26,0.489,0.317,0.287,10500000
cuetojo01,2011,CIN,23,47,3,3,0,0,0,0,0,0,2,11,0,0,7,0,0,0.064,0.064,0.102,0.083,3400000
cuetojo01,2012,CIN,33,67,3,6,1,0,0,2,0,0,0,24,0,0,17,0,0,0.09,0.104,0.09,0.14,5400000
cuetojo01,2013,CIN,11,20,1,3,0,0,0,1,0,0,0,5,0,0,2,0,0,0.15,0.15,0.15,0.2,7400000
curtich01,2000,TEX,108,335,48,91,25,1,8,48,3,3,37,71,0,1,5,3,12,0.272,0.424,0.343,0.32,2000000
curtich01,2001,TEX,38,115,24,29,3,0,3,10,7,1,14,21,0,1,0,0,3,0.252,0.357,0.338,0.286,1900000
custja01,2009,OAK,149,513,88,123,16,0,25,70,4,1,93,185,5,2,0,4,7,0.24,0.417,0.356,0.319,2800000
custja01,2011,SEA,67,225,19,48,15,1,3,23,0,0,44,87,2,1,0,0,3,0.213,0.329,0.344,0.333,2500000
daalom01,2000,ARI,20,27,2,7,1,0,1,4,0,0,1,3,0,0,3,0,1,0.259,0.407,0.286,0.261,5625000
daalom01,2001,PHI,32,55,7,13,1,0,0,5,0,0,1,10,0,0,7,0,4,0.236,0.255,0.25,0.289,2750000
daalom01,2002,LAN,39,39,2,6,2,0,1,4,0,0,1,11,0,0,8,0,0,0.154,0.282,0.175,0.185,5000000
damicje01,2001,MIL,10,15,0,1,0,1,0,0,0,0,2,5,0,0,0,0,0,0.067,0.2,0.176,0.1,2300000
damicje01,2002,NYN,29,37,2,4,0,0,0,0,0,0,2,22,0,0,5,0,1,0.108,0.108,0.154,0.267,1840000
damicje01,2003,PIT,29,48,3,6,1,0,1,3,0,0,6,23,0,0,9,0,2,0.125,0.208,0.222,0.208,750000
damonjo01,2000,KCA,159,655,136,214,42,10,16,88,46,9,65,60,4,1,8,12,7,0.327,0.495,0.382,0.335,4000000
damonjo01,2001,OAK,155,644,108,165,34,4,9,49,27,12,61,70,1,5,5,4,7,0.256,0.363,0.324,0.274,7100000
damonjo01,2002,BOS,154,623,118,178,34,11,14,63,31,6,65,70,5,6,3,5,4,0.286,0.443,0.356,0.301,7250000
damonjo01,2003,BOS,145,608,103,166,32,6,12,67,30,6,68,74,4,2,6,6,5,0.273,0.405,0.345,0.292,7500000
damonjo01,2004,BOS,150,621,123,189,35,6,20,94,19,8,76,71,1,2,0,3,8,0.304,0.477,0.38,0.317,8000000
damonjo01,2005,BOS,148,624,117,197,35,6,10,75,18,1,53,69,3,2,0,9,5,0.316,0.439,0.366,0.338,8250000
damonjo01,2006,NYA,149,593,115,169,35,5,24,80,25,10,67,85,1,4,2,5,4,0.285,0.482,0.359,0.297,13000000
damonjo01,2007,NYA,141,533,93,144,27,2,12,63,27,3,66,79,1,2,1,3,4,0.27,0.396,0.351,0.297,13000000
damonjo01,2008,NYA,143,555,95,168,27,5,17,71,29,8,64,82,0,1,2,1,5,0.303,0.461,0.375,0.33,13000000
damonjo01,2009,NYA,143,550,107,155,36,3,24,82,12,0,71,98,1,2,2,1,9,0.282,0.489,0.365,0.305,13000000
damonjo01,2010,DET,145,539,81,146,36,5,8,51,11,1,69,90,2,2,2,1,5,0.271,0.401,0.355,0.312,8000000
damonjo01,2011,TBA,150,582,79,152,29,7,16,73,19,6,51,92,1,7,2,5,4,0.261,0.418,0.326,0.284,5250000
daubabr01,2002,BOS,137,444,62,118,24,2,20,78,2,1,51,126,4,7,0,4,10,0.266,0.464,0.348,0.325,2325000
davanje02,2005,LAA,108,225,42,52,10,1,2,15,11,6,39,44,1,2,3,2,6,0.231,0.311,0.347,0.276,925000
davanje02,2006,ARI,87,221,38,64,12,4,5,35,10,4,31,42,0,0,0,4,6,0.29,0.448,0.371,0.331,525000
davanje02,2007,ARI,13,26,5,4,2,0,0,1,1,1,5,8,0,1,0,1,1,0.154,0.231,0.303,0.211,1250000
davisbe01,2003,SEA,80,246,25,58,18,0,6,42,0,0,18,61,2,0,1,4,5,0.236,0.382,0.284,0.284,1000000
davisbe01,2004,SEA,14,33,1,3,0,0,0,2,0,0,3,9,0,0,0,1,3,0.091,0.091,0.162,0.12,1400000
davisch02,2013,BAL,160,584,103,167,42,1,53,138,4,1,72,199,12,10,0,7,4,0.286,0.634,0.37,0.336,3300000
davisdo02,2005,MIL,35,73,2,10,3,1,0,3,0,0,1,34,0,0,2,0,1,0.137,0.205,0.149,0.256,2050000
davisdo02,2006,MIL,34,65,5,3,0,0,0,2,0,0,1,22,0,1,11,0,0,0.046,0.046,0.075,0.07,3200000
davisdo02,2007,ARI,33,58,3,4,0,0,0,1,0,0,1,21,0,0,9,0,0,0.069,0.069,0.085,0.108,5500000
davisdo02,2008,ARI,26,42,0,4,0,0,0,3,0,0,0,13,0,0,8,0,1,0.095,0.095,0.095,0.138,7750000
davisdo02,2009,ARI,34,63,2,10,1,1,0,3,0,0,0,21,0,0,6,0,1,0.159,0.206,0.159,0.238,8750000
daviser01,2000,SLN,92,254,38,77,14,0,6,40,1,1,36,60,0,1,0,2,7,0.303,0.429,0.389,0.374,4420840
daviser01,2001,SFN,74,156,17,32,7,3,4,22,1,1,13,38,0,1,0,1,4,0.205,0.365,0.269,0.243,1500000
davisik02,2012,NYN,156,519,66,118,26,0,32,90,0,2,61,141,3,1,0,3,10,0.227,0.462,0.308,0.246,506690
davisik02,2013,NYN,103,317,37,65,14,0,9,33,4,0,57,101,5,1,0,2,9,0.205,0.334,0.326,0.268,3125000
davisra01,2010,OAK,143,525,66,149,28,3,5,52,50,11,26,78,0,4,1,5,10,0.284,0.377,0.32,0.322,1350000
davisra01,2011,TOR,95,320,44,76,21,6,1,29,34,11,15,63,0,1,1,1,4,0.238,0.35,0.273,0.292,2500000
davisra01,2012,TOR,142,447,64,115,24,3,8,43,46,13,29,102,3,6,1,4,8,0.257,0.378,0.309,0.314,2750000
davisra01,2013,TOR,108,331,49,86,16,2,6,24,45,6,21,67,0,5,1,2,8,0.26,0.375,0.312,0.308,2500000
davisru01,2000,SFN,80,180,27,47,5,0,9,24,0,3,9,29,0,2,0,1,1,0.261,0.439,0.302,0.266,1000000
davisru01,2001,SFN,53,167,16,43,13,1,7,17,1,0,17,49,2,1,2,2,5,0.257,0.473,0.326,0.319,1300000
deazaal01,2013,CHA,153,607,84,160,27,4,17,62,20,8,50,147,1,6,6,6,8,0.264,0.405,0.323,0.318,2075000
dejesda01,2007,KCA,157,605,101,157,29,9,7,58,10,4,64,83,7,23,7,4,10,0.26,0.372,0.351,0.289,2000000
dejesda01,2008,KCA,135,518,70,159,25,7,12,73,11,8,46,71,3,5,4,4,10,0.307,0.452,0.366,0.335,2500000
dejesda01,2009,KCA,144,558,74,157,28,9,13,71,4,9,51,87,0,8,5,5,10,0.281,0.434,0.347,0.311,3600000
dejesda01,2010,KCA,91,352,46,112,23,3,5,37,3,3,34,47,2,4,3,1,10,0.318,0.443,0.384,0.355,4700000
dejesda01,2011,OAK,131,442,60,106,20,5,10,46,4,3,45,86,1,11,4,4,14,0.24,0.376,0.323,0.274,6000000
dejesda01,2012,CHN,148,506,76,133,28,8,9,50,7,8,61,89,1,9,2,4,9,0.263,0.403,0.35,0.301,4250000
dejesda01,2013,CHN,84,284,39,71,19,3,6,27,3,0,29,55,0,5,0,0,3,0.25,0.401,0.33,0.291,4250000
delarjo01,2009,COL,33,57,3,7,2,0,0,3,0,0,1,30,0,0,5,0,0,0.123,0.158,0.138,0.259,2000000
delarjo01,2010,COL,20,41,3,7,2,0,0,4,0,0,0,15,0,0,3,0,1,0.171,0.22,0.171,0.269,5600000
delarjo01,2011,COL,10,21,1,5,0,0,0,3,0,0,0,10,0,0,2,0,0,0.238,0.238,0.238,0.455,10000000
delarjo01,2013,COL,30,52,2,2,0,0,0,0,0,0,2,21,0,0,5,0,0,0.038,0.038,0.074,0.065,11000000
delgaca01,2001,TOR,162,574,102,160,31,1,39,102,3,0,111,136,22,16,0,3,9,0.279,0.54,0.408,0.301,13650000
delgaca01,2002,TOR,143,505,103,140,34,2,33,108,1,0,102,126,18,13,0,8,8,0.277,0.549,0.406,0.302,19400000
delgaca01,2003,TOR,161,570,117,172,38,1,42,145,0,0,109,137,23,19,0,7,9,0.302,0.593,0.426,0.327,18700000
delgaca01,2004,TOR,128,458,74,123,26,0,32,99,0,1,69,115,12,13,0,11,11,0.269,0.535,0.372,0.283,19700000
delgaca01,2005,FLO,144,521,81,157,41,3,33,115,0,0,72,121,20,17,0,6,16,0.301,0.582,0.399,0.332,4000000
delgaca01,2006,NYN,144,524,89,139,30,2,38,114,0,0,74,120,11,10,0,10,12,0.265,0.548,0.361,0.269,13500000
delgaca01,2007,NYN,139,538,71,139,30,0,24,87,4,0,52,118,8,11,0,6,12,0.258,0.448,0.333,0.286,14500000
delgaca01,2008,NYN,159,598,96,162,32,1,38,115,1,1,72,124,19,8,0,8,16,0.271,0.518,0.353,0.279,16000000
delgaca01,2009,NYN,26,94,15,28,7,1,4,23,0,0,12,20,0,4,0,2,3,0.298,0.521,0.393,0.333,12000000
delluda01,2002,ARI,97,229,34,56,11,2,7,29,2,4,28,55,5,1,0,3,7,0.245,0.402,0.326,0.288,775000
delluda01,2003,ARI,70,165,18,40,11,3,2,19,9,0,19,45,1,3,1,2,4,0.242,0.382,0.328,0.317,900000
delluda01,2004,TEX,107,331,59,80,13,1,17,61,9,4,47,88,3,5,1,3,4,0.242,0.441,0.342,0.275,750000
delluda01,2005,TEX,128,435,97,109,17,5,29,65,5,3,76,121,0,5,0,2,7,0.251,0.513,0.367,0.279,850000
delluda01,2006,PHI,132,264,41,77,14,5,13,39,1,3,28,62,0,6,0,3,1,0.292,0.53,0.369,0.333,950000
delluda01,2007,CLE,56,178,25,41,11,2,4,20,2,1,17,40,2,1,0,3,4,0.23,0.382,0.296,0.27,3750000
delluda01,2008,CLE,113,336,41,80,19,2,11,47,3,2,24,76,1,11,0,4,12,0.238,0.405,0.307,0.273,3750000
delluda01,2009,CLE,14,40,3,11,3,0,0,1,0,0,2,12,1,2,0,1,1,0.275,0.35,0.333,0.379,4000000
dempsry01,2002,FLO,18,34,0,2,0,1,0,2,0,0,1,12,0,0,4,0,0,0.059,0.118,0.086,0.091,2475000
dempsry01,2003,CIN,24,33,1,1,0,0,0,0,0,0,1,19,0,0,1,0,0,0.03,0.03,0.059,0.071,3250000
dempsry01,2005,CHN,63,14,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0.071,0.071,0.071,0.111,2000000
dempsry01,2008,CHN,33,61,4,10,2,0,0,2,0,0,2,19,0,0,19,0,1,0.164,0.197,0.19,0.238,7333333
dempsry01,2009,CHN,31,64,2,8,1,0,0,5,0,0,4,20,0,0,7,0,0,0.125,0.141,0.176,0.182,9000000
dempsry01,2010,CHN,35,59,3,8,1,0,0,2,0,0,0,19,0,0,16,0,0,0.136,0.153,0.136,0.2,13500000
dempsry01,2011,CHN,34,58,1,5,0,0,0,0,0,0,1,19,0,0,10,0,0,0.086,0.086,0.102,0.128,13500000
dempsry01,2012,CHN,16,32,1,3,0,1,0,1,0,0,0,9,0,0,1,0,0,0.094,0.156,0.094,0.13,14000000
